ID,性别,专业,学历,毕业去向,就业行业,岗位类型,工作城市,城市等级,期望薪资,实际薪资,期望薪资达成率,是否有实习经历,专业-行业匹配度,学历-岗位匹配度,满意度评分,岗位ID
3682,男,汉语言文学,硕士,公务员,政府,行政执法辅助岗,北京,一线,14000,14900,1.064,否,低,中,3,JOB046578AB3B
3683,女,计算机,博士,自由职业,互联网,独立开发者,北京,一线,10500,20700,1.971,是,高,中,5,JOB742A3C7CC8
3684,女,汉语言文学,硕士,自由职业,文化传媒,独立编辑,杭州,新一线,10500,11800,1.124,否,中,中,3,JOBCF5121A0A6
3685,男,汉语言文学,博士,创业,文化传媒,联合创始人,北京,一线,11500,14400,1.252,否,中,中,4,JOB69A1E518B9
3686,女,临床医学,本科,创业,科研,工作室负责人,青岛,新一线,5000,4400,0.88,否,中,中,3,JOB78F0C1A123
3687,女,环境工程,硕士,出国,制造业,海外研究助理,武汉,新一线,10500,9500,0.905,是,高,高,5,JOBFA1BFA3CDF
3688,女,计算机,硕士,就业,金融,投资顾问,西安,新一线,11500,15900,1.383,是,低,高,4,JOBF25E41F189
3689,男,金融学,硕士,就业,政府,公共事务助理,青岛,新一线,6500,5500,0.846,否,低,中,2,JOB13B7BB9E9D
3690,男,市场营销,博士,考研,科研,博士后科研助理,南京,新一线,5500,4900,0.891,是,低,高,3,JOB4735F4166E
3691,女,法学,硕士,创业,政府机关,工作室负责人,南京,新一线,12000,14100,1.175,否,高,中,4,JOBDE3AEDDE70
3692,男,土木工程,本科,就业,制造业,质量工程师,上海,一线,11500,14700,1.278,否,中,中,4,JOB5C7B8E30C4
3693,女,机械工程,本科,创业,制造业,联合创始人,广州,一线,5500,6200,1.127,是,高,中,4,JOB9FEED0B34D
3694,男,法学,博士,考研,科研,博士后科研助理,深圳,一线,6000,5600,0.933,否,低,高,3,JOBA4ECAA4E99
3695,女,法学,博士,创业,互联网,联合创始人,深圳,一线,13500,19100,1.415,否,低,中,3,JOB13E86F8B2D
3696,女,金融学,硕士,出国,金融,海外项目助理,西安,新一线,7000,7700,1.1,是,高,高,5,JOB0429C300E1
3697,男,临床医学,博士,公务员,政府,公共事务助理,南京,新一线,8500,10100,1.188,是,低,中,3,JOBE22BE931B7
3698,女,机械工程,本科,自由职业,文化传媒,自由职业者,广州,一线,8500,6800,0.8,否,低,中,2,JOB8E4F7A0EE0
3699,女,金融学,博士,自由职业,文化传媒,项目制顾问,深圳,一线,9500,11800,1.242,是,低,中,3,JOB6C1AA1FEEB
3700,男,计算机,硕士,考研,教育,博士研究生,青岛,新一线,9000,4800,0.533,是,低,高,2,JOB8F62658F51
3701,男,土木工程,本科,就业,房地产,置业顾问,青岛,新一线,15000,15300,1.02,否,中,中,4,JOB379057859A
3702,男,临床医学,硕士,公务员,政府机关,行政执法辅助岗,广州,一线,15000,17000,1.133,否,低,中,2,JOB12F4F6CBFB
3703,女,金融学,博士,创业,银行,工作室负责人,成都,新一线,7500,9100,1.213,否,中,中,4,JOB0D1357C5A9
3704,女,机械工程,本科,出国,教育,海外研究生,广州,一线,13000,9000,0.692,是,低,中,2,JOB21BB64DB54
3705,男,汉语言文学,本科,就业,文化传媒,编辑,武汉,新一线,14500,12200,0.841,否,中,中,3,JOB35E98594C2
3706,女,计算机,硕士,就业,科研,科研助理,杭州,新一线,7500,10600,1.413,否,中,高,4,JOB05E6DA422F
3707,女,计算机,博士,公务员,政府,公务员,成都,新一线,14000,14700,1.05,否,低,中,3,JOB4C2CF9D15F
3708,男,机械工程,博士,就业,制造业,产品工程师,西安,新一线,6500,8300,1.277,否,高,中,4,JOBDBFE910950
3709,男,计算机,硕士,出国,制造业,海外研究生,上海,一线,10000,11300,1.13,是,中,高,4,JOB5C8F9263A5
3710,女,土木工程,本科,创业,互联网,项目负责人,青岛,新一线,10500,9100,0.867,否,低,中,2,JOBC140A61F69
3711,女,金融学,本科,就业,政府,基层治理专员,广州,一线,11500,10500,0.913,否,低,中,3,JOB8EE4D63B92
3712,男,计算机,硕士,创业,互联网,联合创始人,西安,新一线,7000,10200,1.457,是,高,高,5,JOBB06DC02133
3713,男,环境工程,博士,出国,制造业,海外项目助理,武汉,新一线,9000,9600,1.067,否,高,高,4,JOBCDDC7CF334
3714,女,临床医学,本科,创业,医疗,创业者,广州,一线,14000,15100,1.079,否,高,中,4,JOBB32121D0D0
3715,女,金融学,硕士,出国,金融,海外研究生,武汉,新一线,7500,7400,0.987,否,高,高,4,JOBBE515AD493
3716,男,金融学,博士,自由职业,文化传媒,项目制顾问,广州,一线,13000,14400,1.108,否,低,中,3,JOBF15F1A5951
3717,女,金融学,硕士,出国,金融,海外项目助理,武汉,新一线,7000,7500,1.071,是,高,高,5,JOBFADD27887A
3718,男,临床医学,博士,出国,科研,海外研究助理,青岛,新一线,10500,10100,0.962,否,中,高,3,JOB18B68D2EFD
3719,男,汉语言文学,本科,出国,教育,海外项目助理,上海,一线,7500,6400,0.853,是,高,中,3,JOBD5401CF6FA
3720,男,电子信息,硕士,自由职业,互联网,自由数据分析师,北京,一线,13500,22000,1.63,否,高,高,4,JOBCF97268E5F
3721,男,环境工程,本科,出国,科研,海外项目助理,广州,一线,11500,8000,0.696,否,低,中,2,JOB5A39D1B663
3722,女,环境工程,硕士,公务员,政府机关,公务员,南京,新一线,11000,12800,1.164,是,低,中,4,JOB4DCB780BC9
3723,女,计算机,硕士,就业,科研,科研助理,北京,一线,6500,10100,1.554,是,中,高,4,JOB0F2282C7D5
3724,男,机械工程,本科,公务员,政府机关,选调生,成都,新一线,11500,9900,0.861,是,低,中,3,JOB2EC2A27BAB
3725,男,汉语言文学,博士,出国,教育,海外研究助理,南京,新一线,13000,12100,0.931,否,高,高,4,JOBCCAD5E0228
3726,男,市场营销,博士,考研,科研,博士后科研助理,南京,新一线,6000,4200,0.7,否,低,高,2,JOB4735F4166E
3727,女,土木工程,本科,出国,科研,海外项目助理,上海,一线,10500,8300,0.79,否,低,中,2,JOB606979150B
3728,女,临床医学,博士,创业,互联网,创业者,青岛,新一线,14000,19400,1.386,是,低,中,4,JOBC0779DDE5A
3729,男,机械工程,本科,创业,建筑,项目负责人,青岛,新一线,4000,4000,1,是,中,中,3,JOB7F2A1A75A0
3730,女,法学,本科,就业,政府机关,行政执法辅助岗,西安,新一线,6000,5800,0.967,是,高,中,4,JOB4E218034EE
3731,女,临床医学,本科,创业,互联网,工作室负责人,青岛,新一线,10000,11200,1.12,是,低,中,3,JOB7C5A104B07
3732,男,临床医学,博士,公务员,政府,公务员,南京,新一线,13500,17900,1.326,是,低,中,3,JOB44EC28E07A
3733,女,市场营销,博士,考研,科研,博士后科研助理,西安,新一线,6500,4900,0.754,是,低,高,2,JOBD59E1314F8
3734,男,机械工程,博士,出国,教育,海外研究助理,广州,一线,10000,8500,0.85,否,低,高,2,JOB5CF6917A47
3735,女,环境工程,博士,创业,制造业,产品创业者,武汉,新一线,7500,9000,1.2,否,高,中,5,JOB56DC6BB4EB
3736,男,金融学,本科,公务员,政府,事业单位职员,西安,新一线,8000,5600,0.7,否,低,中,1,JOB4EBA6339B4
3737,女,土木工程,硕士,就业,建筑,造价工程师,广州,一线,12000,19700,1.642,是,高,中,4,JOB45290D3C1B
3738,男,汉语言文学,博士,出国,教育,海外项目助理,杭州,新一线,11500,12100,1.052,是,高,高,5,JOB28C178C188
3739,女,法学,博士,公务员,政府,事业单位职员,南京,新一线,6500,8100,1.246,否,中,中,3,JOB5BE3EFBB6D
3740,男,土木工程,本科,公务员,政府机关,行政专员,武汉,新一线,15000,13400,0.893,是,低,中,3,JOBEE018094FF
3741,女,法学,本科,考研,教育,硕士研究生,武汉,新一线,10500,5800,0.552,是,低,中,2,JOBA4FEE85F9A
3742,男,临床医学,本科,创业,科研,联合创始人,广州,一线,4500,3900,0.867,否,中,中,3,JOBF50B65D10B
3743,男,汉语言文学,本科,考研,教育,硕士研究生,上海,一线,4000,3100,0.775,是,高,中,3,JOB8C373A64CB
3744,男,金融学,本科,创业,互联网,产品创业者,深圳,一线,8000,11200,1.4,是,中,中,4,JOB102C448F87
3745,女,临床医学,本科,自由职业,教育,项目制顾问,杭州,新一线,8500,7700,0.906,否,中,中,3,JOBED938CA635
3746,男,法学,硕士,考研,科研,博士后科研助理,深圳,一线,7500,5800,0.773,是,低,高,3,JOBA4ECAA4E99
3747,女,土木工程,硕士,考研,教育,博士后科研助理,上海,一线,4000,2900,0.725,否,低,高,2,JOB6265F67F1C
3748,女,临床医学,硕士,创业,科研,项目负责人,北京,一线,13500,16400,1.215,否,中,高,4,JOB8BA4A905AA
3749,女,临床医学,本科,创业,互联网,联合创始人,南京,新一线,10000,10100,1.01,否,低,中,3,JOBFE164CF12C
3750,女,机械工程,博士,就业,制造业,产品工程师,青岛,新一线,14000,17800,1.271,否,高,中,5,JOB72CB7414A0
3751,男,环境工程,本科,出国,科研,海外项目助理,上海,一线,8000,6500,0.812,否,低,中,2,JOB606979150B
3752,男,机械工程,本科,公务员,政府,政策研究员,杭州,新一线,14000,14900,1.064,是,低,低,2,JOB6EBE46791B
3753,男,计算机,硕士,考研,科研,博士研究生,北京,一线,4500,4300,0.956,是,中,高,4,JOB9E2EB30906
3754,男,临床医学,硕士,出国,科研,海外研究助理,南京,新一线,14000,13000,0.929,是,中,高,4,JOBA9E5AAEFF2
3755,男,金融学,博士,自由职业,文化传媒,独立咨询顾问,上海,一线,14500,18500,1.276,是,低,中,3,JOBEEC95ADB1F
3756,男,计算机,硕士,就业,制造业,质量工程师,上海,一线,15000,23100,1.54,是,中,中,4,JOB5C7B8E30C4
3757,男,土木工程,博士,自由职业,教育,自由职业者,武汉,新一线,7000,7200,1.029,是,低,高,4,JOB104F41582A
3758,男,金融学,博士,考研,教育,博士后科研助理,西安,新一线,4000,2500,0.625,否,低,高,2,JOBF098539BEF
3759,男,市场营销,本科,就业,房地产,招商主管,深圳,一线,4000,5500,1.375,是,低,中,3,JOB434B54EE0B
3760,女,金融学,本科,出国,金融,海外研究生,杭州,新一线,5000,5200,1.04,否,高,中,4,JOBEA7BEB11DB
3761,女,汉语言文学,硕士,自由职业,教育,内容创作者,武汉,新一线,8500,8900,1.047,是,高,中,5,JOB4F8CEB841D
3762,女,法学,博士,创业,互联网,产品创业者,深圳,一线,4000,7200,1.8,是,低,中,4,JOB102C448F87
3763,男,机械工程,本科,公务员,政府,行政专员,武汉,新一线,6000,4600,0.767,是,低,中,2,JOB42257A4C4E
3764,女,土木工程,硕士,考研,科研,博士后科研助理,杭州,新一线,4000,3100,0.775,是,低,高,2,JOBE0627E147C
3765,男,电子信息,博士,自由职业,文化传媒,自由产品顾问,西安,新一线,5500,4800,0.873,否,低,中,2,JOB88B789643D
3766,女,金融学,硕士,就业,互联网,数据分析师,西安,新一线,9500,14400,1.516,是,中,高,5,JOB1AAB6E234B
3767,男,电子信息,博士,就业,互联网,运营专员,上海,一线,10500,20600,1.962,否,高,中,4,JOBDC306A340F
3768,男,机械工程,博士,自由职业,制造业,独立咨询顾问,上海,一线,14000,22800,1.629,是,高,中,5,JOBAEF62EFD01
3769,女,机械工程,博士,出国,科研,海外研究助理,青岛,新一线,14500,13900,0.959,否,中,高,3,JOB18B68D2EFD
3770,女,汉语言文学,硕士,考研,科研,博士后科研助理,北京,一线,10000,9100,0.91,是,低,高,3,JOBD7FDCCB547
3771,女,环境工程,硕士,出国,科研,海外研究生,武汉,新一线,10500,7600,0.724,否,低,高,2,JOB571D5FAC1F
3772,女,电子信息,博士,出国,制造业,海外研发助理,北京,一线,10000,11600,1.16,是,中,高,4,JOB8A79951A02
3773,男,计算机,硕士,出国,制造业,海外研究生,北京,一线,5500,5300,0.964,是,中,高,4,JOB2B01A8AC94
3774,男,土木工程,本科,自由职业,文化传媒,内容创作者,武汉,新一线,9000,5800,0.644,否,低,中,2,JOB39C30EBF4D
3775,女,机械工程,本科,就业,互联网,前端开发工程师,北京,一线,12000,18800,1.567,是,低,中,3,JOB0150749168
3776,男,计算机,博士,考研,教育,博士后科研助理,成都,新一线,5000,3500,0.7,否,低,高,2,JOB7E2624F06E
3777,男,市场营销,博士,考研,教育,博士后科研助理,成都,新一线,7500,5600,0.747,是,低,高,2,JOB7E2624F06E
3778,女,电子信息,本科,创业,文化传媒,项目负责人,北京,一线,14500,13100,0.903,是,低,中,2,JOB2D89E29380
3779,男,机械工程,本科,公务员,政府,基层治理专员,青岛,新一线,8000,6200,0.775,否,低,中,2,JOB0518AC4E42
3780,女,电子信息,博士,创业,文化传媒,联合创始人,北京,一线,7000,8100,1.157,是,低,中,3,JOB69A1E518B9
3781,女,法学,硕士,创业,政府机关,工作室负责人,北京,一线,4500,6100,1.356,是,高,中,5,JOB8F9DED05EF
3782,男,电子信息,博士,自由职业,互联网,网站开发者,深圳,一线,13500,25800,1.911,是,高,中,5,JOB5F939DE0C4
3783,男,计算机,博士,考研,科研,博士后科研助理,杭州,新一线,14000,14400,1.029,是,中,高,4,JOBE0627E147C
3784,女,临床医学,本科,出国,科研,海外研究生,成都,新一线,5000,3300,0.66,否,中,中,2,JOBC199127965
3785,女,金融学,本科,创业,金融,产品创业者,广州,一线,11500,15600,1.357,是,高,中,4,JOB1DA8CFE32A
3786,男,机械工程,硕士,考研,科研,博士后科研助理,武汉,新一线,13500,9300,0.689,否,中,高,3,JOBA0C27ACE0B
3787,女,计算机,本科,自由职业,文化传媒,独立开发者,武汉,新一线,7500,5200,0.693,否,低,中,2,JOB1942A62B85
3788,男,市场营销,硕士,就业,文化传媒,新媒体运营,杭州,新一线,12000,12400,1.033,否,中,中,3,JOBCFB6C2AA98
3789,男,金融学,博士,考研,教育,博士后科研助理,北京,一线,5000,4300,0.86,否,低,高,2,JOB1AEF4827B0
3790,男,土木工程,硕士,自由职业,文化传媒,项目制顾问,北京,一线,11000,11200,1.018,否,低,中,3,JOB7BA9ECB488
3791,女,金融学,博士,创业,互联网,创业者,青岛,新一线,11000,14100,1.282,否,中,中,4,JOBC0779DDE5A
3792,男,土木工程,本科,自由职业,文化传媒,内容创作者,北京,一线,9000,9200,1.022,是,低,中,3,JOB2441777AC0
3793,男,法学,硕士,公务员,政府机关,选调生,南京,新一线,5500,6300,1.145,否,高,中,4,JOBC1D5485500
3794,男,土木工程,本科,考研,教育,硕士研究生,上海,一线,14500,9400,0.648,是,低,中,2,JOB8C373A64CB
3795,女,金融学,博士,就业,互联网,运营专员,广州,一线,4500,8100,1.8,否,中,中,4,JOBBB81B9D246
3796,男,电子信息,博士,出国,互联网,海外研发助理,广州,一线,4500,7000,1.556,是,高,高,5,JOBBBA4CF04DD
3797,女,法学,本科,创业,互联网,产品创业者,西安,新一线,12000,11400,0.95,是,低,中,3,JOBB993EC6C66
3798,女,土木工程,博士,考研,科研,博士后科研助理,深圳,一线,12000,10000,0.833,否,低,高,2,JOBA4ECAA4E99
3799,男,土木工程,本科,公务员,政府机关,行政执法辅助岗,南京,新一线,10000,7400,0.74,否,低,中,2,JOB7238442C28
3800,女,电子信息,硕士,考研,科研,博士后科研助理,南京,新一线,11500,8800,0.765,否,中,高,3,JOB4735F4166E
3801,女,电子信息,本科,考研,科研,硕士研究生,南京,新一线,11500,7800,0.678,否,中,中,3,JOB7C0522CCCB
3802,女,机械工程,本科,出国,教育,海外项目助理,西安,新一线,5500,2700,0.491,否,低,中,1,JOBFAD07BAB4C
3803,男,机械工程,硕士,考研,教育,博士后科研助理,西安,新一线,9500,4900,0.516,否,低,高,2,JOBF098539BEF
3804,男,法学,硕士,创业,互联网,工作室负责人,广州,一线,13500,17000,1.259,否,低,高,3,JOB45CD6128F3
3805,女,法学,本科,创业,政府,项目负责人,青岛,新一线,10500,8500,0.81,是,中,中,2,JOB5F23CC8AAD
3806,男,汉语言文学,博士,自由职业,互联网,独立编辑,西安,新一线,10500,13100,1.248,否,低,中,3,JOB7606374F4A
3807,女,计算机,本科,公务员,政府,公共事务助理,广州,一线,11500,12300,1.07,是,低,中,4,JOB0F2A32182F
3808,男,汉语言文学,博士,就业,互联网,软件测试工程师,西安,新一线,14500,20400,1.407,否,低,中,3,JOBE6F5BA75BE
3809,男,土木工程,本科,创业,建筑,创业者,广州,一线,12500,14900,1.192,是,高,中,5,JOB83C4C994EB
3810,男,电子信息,硕士,公务员,政府机关,政策研究员,青岛,新一线,12500,12000,0.96,否,低,中,3,JOB3C5BADD539
3811,男,法学,本科,就业,政府,行政专员,青岛,新一线,8000,7500,0.938,是,中,中,4,JOB0941609605
3812,女,土木工程,硕士,就业,房地产,策划专员,青岛,新一线,8500,10400,1.224,是,中,中,4,JOB50FF9B1DC0
3813,女,电子信息,博士,公务员,政府机关,选调生,北京,一线,5000,7000,1.4,否,低,中,3,JOB16650AB823
3814,男,环境工程,硕士,自由职业,文化传媒,内容创作者,广州,一线,13000,11700,0.9,否,低,中,2,JOBF2E6735FC6
3815,女,土木工程,硕士,就业,制造业,生产管理专员,上海,一线,12500,16600,1.328,否,中,中,3,JOBC6CCAAEB0A
3816,男,金融学,本科,公务员,政府机关,政策研究员,青岛,新一线,5500,4400,0.8,否,低,低,2,JOB3C5BADD539
3817,女,金融学,本科,考研,科研,硕士研究生,北京,一线,15000,9700,0.647,否,低,中,1,JOB41919EDEE6
3818,女,机械工程,博士,自由职业,制造业,项目制顾问,西安,新一线,7500,9500,1.267,是,高,中,5,JOBE5DD09584E
3819,女,计算机,本科,考研,科研,硕士研究生,广州,一线,15000,10400,0.693,否,中,中,3,JOB9FDBD1D062
3820,女,市场营销,硕士,出国,互联网,海外研究生,西安,新一线,10500,12100,1.152,是,高,高,5,JOBB132AC3823
3821,女,汉语言文学,本科,创业,文化传媒,联合创始人,广州,一线,7000,6400,0.914,否,中,中,3,JOB7039C64F3E
3822,女,计算机,硕士,公务员,政府机关,政策研究员,上海,一线,13000,15700,1.208,否,低,中,3,JOB1BFB2F2305
3823,女,市场营销,硕士,考研,教育,博士后科研助理,武汉,新一线,10500,6400,0.61,否,低,高,2,JOB8A846DE0C4
3824,女,电子信息,硕士,就业,金融,风控分析师,北京,一线,7500,12000,1.6,否,低,高,3,JOB7EBC19514F
3825,男,临床医学,博士,考研,科研,博士后科研助理,上海,一线,6000,6200,1.033,否,中,高,4,JOB3729425ACC
3826,男,土木工程,本科,出国,建筑,海外研究生,青岛,新一线,6000,4200,0.7,否,高,中,3,JOBB4E7B7B6F4
3827,男,汉语言文学,本科,出国,教育,海外研究助理,杭州,新一线,14000,11600,0.829,是,高,中,4,JOB0A715186F3
3828,女,环境工程,博士,创业,互联网,创业者,深圳,一线,10500,17900,1.705,是,低,中,4,JOBAB38567516
3829,男,汉语言文学,硕士,考研,教育,博士后科研助理,广州,一线,12000,10200,0.85,是,高,高,5,JOBC6E81D6F0E
